customer_id,customer_name,email,city,registration_date,segment,rfm_segment,recency_days,frequency,monetary,rfm_score,lifetime_value,avg_order_value,last_purchase_date
CUST10158,Сергеев Иван,customer158@example.com,Омск,2022-04-22,Champions,R4F5M4,58,17,2293.34,454,4477.63,134.9,2025-11-25 13:25:23.613598
CUST10159,Васильев Сергей,customer159@example.com,Санкт-Петербург,2023-10-21,Potential Loyalists,R5F2M5,4,2,9986.01,525,22322.76,4993.0,2026-01-18 13:25:23.613598
CUST10160,Сидоров Иван,customer160@example.com,Новосибирск,2023-03-31,Potential Loyalists,R5F2M4,10,3,3288.91,524,6290.11,1096.3,2026-01-12 13:25:23.613598
CUST10161,Васильев Дмитрий,customer161@example.com,Самара,2023-10-11,Loyal Customers,R3F5M5,75,18,7150.31,355,16147.74,397.24,2025-11-08 13:25:23.613598
CUST10162,Михайлов Алексей,customer162@example.com,Челябинск,2023-03-17,Potential Loyalists,R5F2M5,13,4,8542.65,525,18600.18,2135.66,2026-01-09 13:25:23.613598
CUST10163,Васильев Сергей,customer163@example.com,Санкт-Петербург,2022-08-22,Champions,R4F4M5,53,11,8291.45,445,16324.39,753.77,2025-11-30 13:25:23.613598
CUST10164,Сидоров Сергей,customer164@example.com,Санкт-Петербург,2022-11-17,Loyal Customers,R3F3M4,86,9,3805.58,334,6229.12,422.84,2025-10-28 13:25:23.613598
CUST10165,Андреев Дмитрий,customer165@example.com,Новосибирск,2022-03-29,Loyal Customers,R5F4M3,12,14,1055.99,543,2465.26,75.43,2026-01-10 13:25:23.613598
CUST10166,Петров Сергей,customer166@example.com,Нижний Новгород,2023-08-24,Loyal Customers,R3F5M4,72,18,3363.5,354,9452.8,186.86,2025-11-11 13:25:23.613598
CUST10167,Попов Иван,customer167@example.com,Ростов-на-Дону,2023-03-10,Champions,R5F4M5,7,10,6044.06,545,13666.34,604.41,2026-01-15 13:25:23.613598
CUST10168,Петров Дмитрий,customer168@example.com,Омск,2022-06-08,Loyal Customers,R3F5M4,85,16,2320.02,354,4759.16,145.0,2025-10-29 13:25:23.613598
CUST10169,Николаев Иван,customer169@example.com,Ростов-на-Дону,2022-10-13,Loyal Customers,R3F3M5,74,8,8091.49,335,23413.75,1011.44,2025-11-09 13:25:23.613598
CUST10170,Андреев Дмитрий,customer170@example.com,Нижний Новгород,2023-12-12,Potential Loyalists,R4F1M3,35,1,1886.12,413,3822.29,1886.12,2025-12-18 13:25:23.613598
CUST10171,Петров Алексей,customer171@example.com,Москва,2022-07-05,Champions,R5F5M5,19,19,6607.71,555,10821.03,347.77,2026-01-03 13:25:23.613598
CUST10172,Попов Алексей,customer172@example.com,Нижний Новгород,2023-06-28,Champions,R5F4M4,28,13,4256.34,544,8374.17,327.41,2025-12-25 13:25:23.613598
CUST10173,Иванов Алексей,customer173@example.com,Новосибирск,2022-11-29,Loyal Customers,R3F5M2,73,20,941.07,352,2476.58,47.05,2025-11-10 13:25:23.613598
CUST10174,Михайлов Сергей,customer174@example.com,Самара,2022-02-20,Potential Loyalists,R3F2M4,87,3,2793.82,324,6734.82,931.27,2025-10-27 13:25:23.613598
CUST10175,Петров Дмитрий,customer175@example.com,Челябинск,2023-03-01,Loyal Customers,R4F3M5,35,7,7573.94,435,12620.71,1081.99,2025-12-18 13:25:23.613598
CUST10176,Михайлов Дмитрий,customer176@example.com,Москва,2023-11-26,Loyal Customers,R3F5M4,87,19,4917.66,354,9003.15,258.82,2025-10-27 13:25:23.613598
CUST10177,Кузнецов Алексей,customer177@example.com,Казань,2023-09-06,Potential Loyalists,R5F1M4,8,1,2123.79,514,4107.77,2123.79,2026-01-14 13:25:23.613598
CUST10178,Сидоров Алексей,customer178@example.com,Челябинск,2022-05-03,Champions,R5F5M5,1,16,7495.44,555,17231.07,468.46,2026-01-21 13:25:23.613598
CUST10179,Федоров Дмитрий,customer179@example.com,Санкт-Петербург,2022-08-24,Loyal Customers,R3F5M5,65,18,8350.21,355,17498.75,463.9,2025-11-18 13:25:23.613598
CUST10180,Петров Дмитрий,customer180@example.com,Ростов-на-Дону,2022-02-13,Potential Loyalists,R4F1M4,56,1,4651.57,414,9972.62,4651.57,2025-11-27 13:25:23.613598
CUST10181,Васильев Иван,customer181@example.com,Нижний Новгород,2023-02-19,Loyal Customers,R3F4M4,82,14,2966.2,344,5214.02,211.87,2025-11-01 13:25:23.613598
CUST10182,Петров Алексей,customer182@example.com,Челябинск,2023-09-25,Loyal Customers,R4F4M2,59,12,972.49,442,2317.73,81.04,2025-11-24 13:25:23.613598
CUST10183,Андреев Дмитрий,customer183@example.com,Екатеринбург,2023-06-21,Champions,R5F4M5,11,13,8718.19,545,17432.92,670.63,2026-01-11 13:25:23.613598
CUST10184,Николаев Алексей,customer184@example.com,Нижний Новгород,2022-06-22,Champions,R5F5M5,10,17,6368.92,555,12907.58,374.64,2026-01-12 13:25:23.613598
CUST10185,Смирнов Алексей,customer185@example.com,Новосибирск,2023-10-23,Loyal Customers,R5F3M3,19,8,1117.76,533,2686.66,139.72,2026-01-03 13:25:23.613598
CUST10186,Михайлов Сергей,customer186@example.com,Самара,2023-11-03,Loyal Customers,R5F3M5,10,6,9517.79,535,25047.68,1586.3,2026-01-12 13:25:23.613598
CUST10187,Сергеев Дмитрий,customer187@example.com,Нижний Новгород,2023-08-17,Champions,R4F5M5,58,19,6465.62,455,11162.48,340.3,2025-11-25 13:25:23.613598
CUST10188,Федоров Дмитрий,customer188@example.com,Ростов-на-Дону,2022-03-11,Loyal Customers,R3F5M5,61,15,6350.71,355,10061.17,423.38,2025-11-22 13:25:23.613598
CUST10189,Иванов Иван,customer189@example.com,Нижний Новгород,2023-06-04,Champions,R5F4M4,10,10,4671.25,544,12834.47,467.13,2026-01-12 13:25:23.613598
CUST10190,Николаев Сергей,customer190@example.com,Самара,2022-03-20,Potential Loyalists,R3F2M5,83,3,6188.58,325,14670.0,2062.86,2025-10-31 13:25:23.613598
CUST10191,Попов Сергей,customer191@example.com,Омск,2022-02-12,Champions,R4F5M5,58,19,6553.19,455,11312.72,344.9,2025-11-25 13:25:23.613598
CUST10192,Попов Иван,customer192@example.com,Омск,2022-03-05,Potential Loyalists,R4F2M5,58,4,8128.57,425,20070.99,2032.14,2025-11-25 13:25:23.613598
CUST10193,Николаев Алексей,customer193@example.com,Нижний Новгород,2022-02-10,Champions,R4F5M5,32,15,9910.76,455,20409.01,660.72,2025-12-21 13:25:23.613598
CUST10194,Михайлов Иван,customer194@example.com,Нижний Новгород,2022-10-17,Champions,R4F4M5,50,14,7767.2,445,12418.73,554.8,2025-12-03 13:25:23.613598
CUST10195,Андреев Алексей,customer195@example.com,Нижний Новгород,2022-04-07,Loyal Customers,R3F4M4,72,13,2913.06,344,4725.71,224.08,2025-11-11 13:25:23.613598
CUST10196,Михайлов Сергей,customer196@example.com,Новосибирск,2023-11-11,Champions,R5F4M4,19,12,3171.29,544,7587.52,264.27,2026-01-03 13:25:23.613598
CUST10197,Федоров Дмитрий,customer197@example.com,Новосибирск,2022-03-28,Champions,R4F5M4,40,18,3829.13,454,9592.63,212.73,2025-12-13 13:25:23.613598
CUST10198,Васильев Дмитрий,customer198@example.com,Москва,2023-12-03,Potential Loyalists,R3F2M5,68,3,6495.65,325,13276.43,2165.22,2025-11-15 13:25:23.613598
CUST10199,Алексеев Алексей,customer199@example.com,Екатеринбург,2022-07-04,Champions,R5F4M5,28,11,9481.92,545,28445.42,861.99,2025-12-25 13:25:23.613598
CUST10200,Петров Иван,customer200@example.com,Нижний Новгород,2022-06-08,Champions,R5F4M5,10,10,8459.84,545,23810.98,845.98,2026-01-12 13:25:23.613598
CUST10201,Сидоров Алексей,customer201@example.com,Ростов-на-Дону,2023-09-25,Champions,R5F5M4,17,20,3829.53,554,10391.67,191.48,2026-01-05 13:25:23.613598
CUST10202,Михайлов Алексей,customer202@example.com,Самара,2022-06-19,Potential Loyalists,R4F2M4,57,2,4167.5,424,10068.24,2083.75,2025-11-26 13:25:23.613598
CUST10203,Федоров Сергей,customer203@example.com,Екатеринбург,2023-04-05,Champions,R5F5M4,30,18,2467.77,554,5063.27,137.1,2025-12-23 13:25:23.613598
CUST10204,Федоров Сергей,customer204@example.com,Омск,2023-08-08,Champions,R4F5M5,57,15,7717.44,455,17682.12,514.5,2025-11-26 13:25:23.613598
CUST10205,Смирнов Иван,customer205@example.com,Самара,2022-06-15,Loyal Customers,R5F5M3,26,20,1470.15,553,4132.84,73.51,2025-12-27 13:25:23.613598
CUST10206,Смирнов Иван,customer206@example.com,Новосибирск,2023-07-22,Champions,R5F5M5,14,17,8526.54,555,16278.77,501.56,2026-01-08 13:25:23.613598
CUST10207,Кузнецов Сергей,customer207@example.com,Нижний Новгород,2023-06-10,Loyal Customers,R5F4M3,19,14,1007.96,543,2918.77,72.0,2026-01-03 13:25:23.613598
CUST10208,Кузнецов Сергей,customer208@example.com,Санкт-Петербург,2023-03-01,Champions,R5F4M5,7,13,5069.87,545,10455.94,389.99,2026-01-15 13:25:23.613598
CUST10209,Михайлов Дмитрий,customer209@example.com,Новосибирск,2022-01-29,Potential Loyalists,R4F2M5,41,4,8407.85,425,14347.14,2101.96,2025-12-12 13:25:23.613598
CUST10210,Алексеев Сергей,customer210@example.com,Ростов-на-Дону,2022-10-21,Loyal Customers,R3F3M5,61,5,7612.53,335,11478.75,1522.51,2025-11-22 13:25:23.613598
CUST10211,Сидоров Сергей,customer211@example.com,Санкт-Петербург,2022-03-23,Loyal Customers,R5F3M4,3,9,2234.98,534,5954.57,248.33,2026-01-19 13:25:23.613598
CUST10212,Васильев Сергей,customer212@example.com,Санкт-Петербург,2022-09-01,Potential Loyalists,R4F2M2,39,4,572.72,422,954.32,143.18,2025-12-14 13:25:23.613598
CUST10213,Николаев Алексей,customer213@example.com,Новосибирск,2023-05-27,Loyal Customers,R3F5M1,77,18,262.71,351,508.85,14.59,2025-11-06 13:25:23.613598
CUST10214,Васильев Алексей,customer214@example.com,Санкт-Петербург,2022-01-02,Loyal Customers,R3F4M4,79,12,2481.59,344,5670.99,206.8,2025-11-04 13:25:23.613598
CUST10215,Федоров Иван,customer215@example.com,Челябинск,2023-01-05,Champions,R5F5M5,9,17,5486.41,555,15416.8,322.73,2026-01-13 13:25:23.613598
CUST10216,Смирнов Иван,customer216@example.com,Нижний Новгород,2022-02-14,Loyal Customers,R3F4M5,82,13,9812.29,345,26324.22,754.79,2025-11-01 13:25:23.613598
CUST10217,Андреев Дмитрий,customer217@example.com,Новосибирск,2022-12-20,Potential Loyalists,R4F2M5,31,4,7737.86,425,12121.39,1934.47,2025-12-22 13:25:23.613598
CUST10218,Михайлов Сергей,customer218@example.com,Самара,2023-07-14,Loyal Customers,R4F3M5,44,6,8320.8,435,20366.02,1386.8,2025-12-09 13:25:23.613598
CUST10219,Кузнецов Иван,customer219@example.com,Екатеринбург,2022-05-19,Loyal Customers,R5F5M1,9,15,466.14,551,1318.56,31.08,2026-01-13 13:25:23.613598
CUST10220,Николаев Сергей,customer220@example.com,Казань,2022-11-20,Champions,R4F5M4,40,17,4042.42,454,6285.68,237.79,2025-12-13 13:25:23.613598
CUST10221,Федоров Иван,customer221@example.com,Нижний Новгород,2023-10-25,Champions,R5F4M4,25,10,3634.04,544,6940.39,363.4,2025-12-28 13:25:23.613598
CUST10222,Васильев Дмитрий,customer222@example.com,Новосибирск,2023-01-12,Champions,R4F4M5,56,13,7458.75,445,16739.7,573.75,2025-11-27 13:25:23.613598
CUST10223,Петров Сергей,customer223@example.com,Санкт-Петербург,2023-05-25,Champions,R4F5M4,48,17,2740.53,454,5880.94,161.21,2025-12-05 13:25:23.613598
CUST10224,Петров Дмитрий,customer224@example.com,Казань,2022-07-04,Loyal Customers,R3F4M4,70,10,3279.99,344,6427.95,328.0,2025-11-13 13:25:23.613598
CUST10225,Попов Сергей,customer225@example.com,Москва,2023-09-10,Loyal Customers,R4F3M5,55,6,6928.67,435,17946.79,1154.78,2025-11-28 13:25:23.613598
CUST10226,Федоров Иван,customer226@example.com,Санкт-Петербург,2022-12-28,Loyal Customers,R3F4M4,79,14,2818.1,344,7064.34,201.29,2025-11-04 13:25:23.613598
CUST10227,Михайлов Алексей,customer227@example.com,Москва,2023-02-20,Champions,R4F5M5,47,17,8030.85,455,13766.24,472.4,2025-12-06 13:25:23.613598
CUST10228,Петров Алексей,customer228@example.com,Нижний Новгород,2023-09-15,Loyal Customers,R3F5M1,87,15,444.51,351,908.23,29.63,2025-10-27 13:25:23.613598
CUST10229,Алексеев Дмитрий,customer229@example.com,Нижний Новгород,2023-08-04,Loyal Customers,R5F5M3,5,20,1619.04,553,3506.69,80.95,2026-01-17 13:25:23.613598
CUST10230,Васильев Дмитрий,customer230@example.com,Казань,2022-03-20,Loyal Customers,R3F3M5,74,5,5341.65,335,10012.49,1068.33,2025-11-09 13:25:23.613598
CUST10231,Васильев Иван,customer231@example.com,Казань,2022-04-27,Loyal Customers,R5F3M5,4,6,5040.54,535,13420.16,840.09,2026-01-18 13:25:23.613598
CUST10232,Смирнов Сергей,customer232@example.com,Екатеринбург,2023-12-22,Loyal Customers,R4F3M5,58,7,9964.01,435,16778.96,1423.43,2025-11-25 13:25:23.613598
CUST10233,Алексеев Иван,customer233@example.com,Нижний Новгород,2022-03-17,Loyal Customers,R4F3M5,58,6,8996.92,435,22508.14,1499.49,2025-11-25 13:25:23.613598
CUST10234,Смирнов Алексей,customer234@example.com,Новосибирск,2023-12-28,Champions,R5F5M5,9,18,5467.5,555,14710.54,303.75,2026-01-13 13:25:23.613598
CUST10235,Федоров Алексей,customer235@example.com,Екатеринбург,2023-06-05,Potential Loyalists,R5F2M5,29,4,9852.81,525,26460.31,2463.2,2025-12-24 13:25:23.613598
CUST10236,Алексеев Алексей,customer236@example.com,Ростов-на-Дону,2022-01-27,Champions,R4F5M5,47,18,5765.55,455,16295.57,320.31,2025-12-06 13:25:23.613598
CUST10237,Андреев Сергей,customer237@example.com,Омск,2022-03-09,Champions,R4F4M5,40,13,9995.99,445,21153.44,768.92,2025-12-13 13:25:23.613598
CUST10238,Попов Иван,customer238@example.com,Самара,2023-02-24,Potential Loyalists,R3F2M3,74,3,1340.74,323,2947.94,446.91,2025-11-09 13:25:23.613598
CUST10239,Федоров Алексей,customer239@example.com,Новосибирск,2023-06-14,Loyal Customers,R4F3M5,45,5,8791.81,435,18892.95,1758.36,2025-12-08 13:25:23.613598
CUST10240,Сидоров Алексей,customer240@example.com,Нижний Новгород,2022-02-26,Loyal Customers,R5F5M3,16,17,1614.85,553,4686.48,94.99,2026-01-06 13:25:23.613598
CUST10241,Петров Дмитрий,customer241@example.com,Екатеринбург,2022-08-19,Champions,R4F5M5,45,17,8959.77,455,21974.59,527.05,2025-12-08 13:25:23.613598
CUST10242,Сергеев Иван,customer242@example.com,Омск,2023-07-19,Loyal Customers,R4F3M5,36,5,6287.72,435,15477.11,1257.54,2025-12-17 13:25:23.613598
CUST10243,Сергеев Дмитрий,customer243@example.com,Ростов-на-Дону,2023-08-30,Loyal Customers,R3F3M3,75,5,1794.89,333,2803.24,358.98,2025-11-08 13:25:23.613598
CUST10244,Федоров Дмитрий,customer244@example.com,Екатеринбург,2022-01-30,Potential Loyalists,R5F2M5,11,2,9490.61,525,25154.29,4745.31,2026-01-11 13:25:23.613598
CUST10245,Михайлов Дмитрий,customer245@example.com,Казань,2023-03-03,Potential Loyalists,R3F1M5,80,1,5030.58,315,11190.1,5030.58,2025-11-03 13:25:23.613598
CUST10246,Андреев Иван,customer246@example.com,Новосибирск,2023-12-03,Champions,R4F4M4,52,10,4590.09,444,9911.87,459.01,2025-12-01 13:25:23.613598
CUST10247,Сидоров Дмитрий,customer247@example.com,Нижний Новгород,2023-05-11,Loyal Customers,R4F3M4,60,7,3467.91,434,9021.06,495.42,2025-11-23 13:25:23.613598
CUST10248,Николаев Иван,customer248@example.com,Нижний Новгород,2022-12-20,Loyal Customers,R4F3M5,52,5,7630.58,435,14212.78,1526.12,2025-12-01 13:25:23.613598
CUST10249,Петров Иван,customer249@example.com,Казань,2022-05-06,Champions,R4F5M4,35,15,2554.4,454,7453.93,170.29,2025-12-18 13:25:23.613598
CUST10250,Сидоров Дмитрий,customer250@example.com,Ростов-на-Дону,2023-09-23,Loyal Customers,R4F3M5,54,8,9630.59,435,24863.22,1203.82,2025-11-29 13:25:23.613598
CUST10251,Алексеев Сергей,customer251@example.com,Казань,2022-07-14,Champions,R5F5M5,21,16,9960.1,555,22370.93,622.51,2026-01-01 13:25:23.613598
CUST10252,Кузнецов Алексей,customer252@example.com,Ростов-на-Дону,2022-04-03,Champions,R4F5M4,51,17,4626.58,454,9388.92,272.15,2025-12-02 13:25:23.613598
CUST10253,Михайлов Сергей,customer253@example.com,Казань,2022-02-21,Champions,R4F5M5,37,16,6015.44,455,13865.8,375.96,2025-12-16 13:25:23.613598
CUST10254,Андреев Дмитрий,customer254@example.com,Челябинск,2022-04-21,Loyal Customers,R4F3M5,56,5,8836.31,435,18104.77,1767.26,2025-11-27 13:25:23.613598
CUST10255,Попов Дмитрий,customer255@example.com,Санкт-Петербург,2023-02-15,Champions,R5F5M5,7,19,5661.99,555,11774.23,298.0,2026-01-15 13:25:23.613598
CUST10256,Сергеев Иван,customer256@example.com,Новосибирск,2023-04-07,Loyal Customers,R3F3M5,71,9,8270.58,335,24502.63,918.95,2025-11-12 13:25:23.613598
CUST10257,Попов Алексей,customer257@example.com,Екатеринбург,2023-02-08,Champions,R4F4M5,48,11,5622.54,445,13514.86,511.14,2025-12-05 13:25:23.613598
CUST10258,Сидоров Дмитрий,customer258@example.com,Самара,2023-02-16,Potential Loyalists,R3F2M2,65,2,548.5,322,1250.04,274.25,2025-11-18 13:25:23.613598
CUST10259,Сергеев Дмитрий,customer259@example.com,Новосибирск,2022-06-02,Loyal Customers,R3F5M3,78,17,1483.83,353,3100.37,87.28,2025-11-05 13:25:23.613598
CUST10260,Николаев Сергей,customer260@example.com,Ростов-на-Дону,2023-09-24,Champions,R4F5M4,39,19,3430.1,454,6687.61,180.53,2025-12-14 13:25:23.613598
CUST10261,Васильев Дмитрий,customer261@example.com,Москва,2022-01-18,Champions,R4F4M5,48,11,6770.68,445,16218.25,615.52,2025-12-05 13:25:23.613598
CUST10262,Андреев Иван,customer262@example.com,Ростов-на-Дону,2022-09-29,Loyal Customers,R3F5M5,84,19,5818.58,355,12921.17,306.24,2025-10-30 13:25:23.613598
CUST10263,Васильев Алексей,customer263@example.com,Екатеринбург,2023-06-21,Loyal Customers,R3F5M5,81,20,7768.6,355,12020.79,388.43,2025-11-02 13:25:23.613598
CUST10264,Попов Сергей,customer264@example.com,Новосибирск,2023-12-19,Loyal Customers,R5F3M1,15,7,287.48,531,609.3,41.07,2026-01-07 13:25:23.613598
CUST10265,Алексеев Иван,customer265@example.com,Новосибирск,2022-07-28,Champions,R4F5M5,53,17,7772.23,455,17705.32,457.19,2025-11-30 13:25:23.613598
CUST10266,Попов Алексей,customer266@example.com,Самара,2023-07-29,Champions,R4F5M5,42,16,5302.22,455,15207.77,331.39,2025-12-11 13:25:23.613598
CUST10267,Андреев Дмитрий,customer267@example.com,Ростов-на-Дону,2022-12-17,Loyal Customers,R3F4M5,70,12,6791.1,345,15118.82,565.92,2025-11-13 13:25:23.613598
CUST10268,Смирнов Дмитрий,customer268@example.com,Екатеринбург,2022-09-10,Champions,R4F5M4,36,18,3055.14,454,7745.88,169.73,2025-12-17 13:25:23.613598
CUST10269,Федоров Дмитрий,customer269@example.com,Казань,2023-05-16,Champions,R4F5M4,41,16,3553.15,454,5979.28,222.07,2025-12-12 13:25:23.613598
CUST10270,Васильев Дмитрий,customer270@example.com,Новосибирск,2023-11-24,Loyal Customers,R3F4M5,70,13,8968.03,345,17359.22,689.85,2025-11-13 13:25:23.613598
CUST10271,Михайлов Дмитрий,customer271@example.com,Самара,2022-10-22,Champions,R5F4M5,11,12,9247.7,545,16839.87,770.64,2026-01-11 13:25:23.613598
CUST10272,Сидоров Иван,customer272@example.com,Ростов-на-Дону,2023-07-06,Champions,R4F5M5,35,18,6992.1,455,18258.71,388.45,2025-12-18 13:25:23.613598
CUST10273,Николаев Алексей,customer273@example.com,Екатеринбург,2022-09-03,Potential Loyalists,R4F2M5,32,2,6731.36,425,10627.04,3365.68,2025-12-21 13:25:23.613598
CUST10274,Федоров Алексей,customer274@example.com,Москва,2023-02-28,Loyal Customers,R4F5M3,43,16,1095.39,453,3227.88,68.46,2025-12-10 13:25:23.613598
CUST10275,Кузнецов Дмитрий,customer275@example.com,Нижний Новгород,2022-06-11,Champions,R4F5M4,53,16,4826.74,454,9306.55,301.67,2025-11-30 13:25:23.613598
CUST10276,Андреев Иван,customer276@example.com,Новосибирск,2022-03-02,Champions,R5F5M4,12,19,2398.98,554,5102.22,126.26,2026-01-10 13:25:23.613598
CUST10277,Сидоров Дмитрий,customer277@example.com,Москва,2022-06-30,Champions,R5F4M5,5,13,7900.81,545,11961.04,607.75,2026-01-17 13:25:23.613598
CUST10278,Попов Дмитрий,customer278@example.com,Самара,2023-08-05,Potential Loyalists,R3F2M5,78,4,9291.7,325,27723.18,2322.93,2025-11-05 13:25:23.613598
CUST10279,Сидоров Сергей,customer279@example.com,Казань,2023-07-11,Loyal Customers,R3F5M5,68,16,8903.67,355,15930.61,556.48,2025-11-15 13:25:23.613598
CUST10280,Михайлов Дмитрий,customer280@example.com,Новосибирск,2022-04-26,Loyal Customers,R4F3M5,43,6,7338.08,435,11162.15,1223.01,2025-12-10 13:25:23.613598
CUST10281,Кузнецов Алексей,customer281@example.com,Ростов-на-Дону,2022-12-12,Champions,R4F5M5,38,19,6776.57,455,18867.46,356.66,2025-12-15 13:25:23.613598
CUST10282,Васильев Иван,customer282@example.com,Новосибирск,2023-02-20,Champions,R4F5M4,55,17,3346.47,454,9947.49,196.85,2025-11-28 13:25:23.613598
CUST10283,Васильев Алексей,customer283@example.com,Самара,2023-05-04,Loyal Customers,R4F3M1,42,8,167.62,431,440.94,20.95,2025-12-11 13:25:23.613598
CUST10284,Иванов Дмитрий,customer284@example.com,Нижний Новгород,2022-12-04,Champions,R4F5M5,39,19,7256.54,455,18425.46,381.92,2025-12-14 13:25:23.613598
CUST10285,Сидоров Сергей,customer285@example.com,Омск,2022-03-05,Potential Loyalists,R3F2M4,86,4,4707.41,324,13579.27,1176.85,2025-10-28 13:25:23.613598
CUST10286,Смирнов Дмитрий,customer286@example.com,Ростов-на-Дону,2023-12-22,Potential Loyalists,R4F2M5,40,4,6423.24,425,11762.72,1605.81,2025-12-13 13:25:23.613598
CUST10287,Сергеев Дмитрий,customer287@example.com,Челябинск,2022-05-17,Loyal Customers,R3F3M4,62,5,4604.29,334,11754.34,920.86,2025-11-21 13:25:23.613598
CUST10288,Михайлов Иван,customer288@example.com,Омск,2023-04-28,Loyal Customers,R3F3M5,69,7,7642.41,335,16584.96,1091.77,2025-11-14 13:25:23.613598
CUST10289,Петров Иван,customer289@example.com,Омск,2023-12-22,Potential Loyalists,R4F2M5,47,3,9180.72,425,26204.83,3060.24,2025-12-06 13:25:23.613598
CUST10290,Попов Сергей,customer290@example.com,Санкт-Петербург,2022-07-27,Loyal Customers,R3F5M3,74,18,1583.54,353,3991.22,87.97,2025-11-09 13:25:23.613598
CUST10291,Алексеев Иван,customer291@example.com,Самара,2023-08-21,Potential Loyalists,R3F2M5,63,3,8999.0,325,15279.56,2999.67,2025-11-20 13:25:23.613598
CUST10292,Алексеев Дмитрий,customer292@example.com,Москва,2023-03-02,Loyal Customers,R4F5M2,59,19,671.59,452,1406.27,35.35,2025-11-24 13:25:23.613598
CUST10293,Васильев Дмитрий,customer293@example.com,Санкт-Петербург,2022-01-04,Loyal Customers,R5F5M2,28,19,822.99,552,1902.55,43.32,2025-12-25 13:25:23.613598
CUST10294,Васильев Алексей,customer294@example.com,Новосибирск,2022-03-03,Loyal Customers,R5F5M1,9,16,414.18,551,1097.04,25.89,2026-01-13 13:25:23.613598
CUST10295,Васильев Сергей,customer295@example.com,Челябинск,2023-10-24,Champions,R4F4M5,54,12,9929.28,445,20488.76,827.44,2025-11-29 13:25:23.613598
CUST10296,Попов Иван,customer296@example.com,Новосибирск,2023-12-01,Loyal Customers,R3F5M3,85,18,1416.6,353,4234.6,78.7,2025-10-29 13:25:23.613598
CUST10297,Кузнецов Иван,customer297@example.com,Москва,2023-02-07,Loyal Customers,R3F3M5,68,5,7305.8,335,21681.67,1461.16,2025-11-15 13:25:23.613598
CUST10298,Васильев Алексей,customer298@example.com,Екатеринбург,2023-04-20,Loyal Customers,R3F5M4,87,18,4298.87,354,9418.55,238.83,2025-10-27 13:25:23.613598
CUST10299,Андреев Иван,customer299@example.com,Москва,2022-06-08,Loyal Customers,R4F3M5,36,7,9380.36,435,25460.34,1340.05,2025-12-17 13:25:23.613598
CUST10300,Петров Иван,customer300@example.com,Ростов-на-Дону,2023-03-06,Potential Loyalists,R3F1M4,79,1,2482.6,314,3848.93,2482.6,2025-11-04 13:25:23.613598
CUST10301,Иванов Сергей,customer301@example.com,Самара,2023-09-05,Potential Loyalists,R3F2M4,87,2,2522.87,324,4671.11,1261.43,2025-10-27 13:25:23.613598
CUST10302,Смирнов Алексей,customer302@example.com,Ростов-на-Дону,2022-08-11,Loyal Customers,R5F3M5,8,5,5088.57,535,10067.0,1017.71,2026-01-14 13:25:23.613598
CUST10303,Сидоров Алексей,customer303@example.com,Челябинск,2023-09-05,Loyal Customers,R3F4M4,87,11,2445.35,344,4770.27,222.3,2025-10-27 13:25:23.613598
CUST10304,Сидоров Сергей,customer304@example.com,Омск,2022-03-04,Loyal Customers,R3F5M5,72,19,8809.17,355,19762.76,463.64,2025-11-11 13:25:23.613598
CUST10305,Попов Сергей,customer305@example.com,Челябинск,2022-12-19,Loyal Customers,R3F4M5,83,13,7879.47,345,13582.83,606.11,2025-10-31 13:25:23.613598
CUST10306,Кузнецов Дмитрий,customer306@example.com,Новосибирск,2023-01-21,Champions,R5F5M4,24,18,4787.84,554,12968.64,265.99,2025-12-29 13:25:23.613598
CUST10307,Николаев Алексей,customer307@example.com,Челябинск,2022-03-01,Loyal Customers,R3F4M5,72,14,9681.08,345,18048.33,691.51,2025-11-11 13:25:23.613598
CUST10308,Попов Иван,customer308@example.com,Омск,2022-07-28,Potential Loyalists,R4F2M5,43,3,9230.04,425,23876.97,3076.68,2025-12-10 13:25:23.613598
CUST10309,Сергеев Иван,customer309@example.com,Санкт-Петербург,2022-07-15,Loyal Customers,R5F3M4,7,9,3833.96,534,6833.06,426.0,2026-01-15 13:25:23.613598
CUST10310,Кузнецов Дмитрий,customer310@example.com,Казань,2023-08-25,Loyal Customers,R3F5M4,86,18,2248.46,354,6600.43,124.91,2025-10-28 13:25:23.613598
CUST10311,Петров Сергей,customer311@example.com,Екатеринбург,2022-01-16,Loyal Customers,R5F3M5,28,7,9624.57,535,24479.51,1374.94,2025-12-25 13:25:23.613598
CUST10312,Николаев Дмитрий,customer312@example.com,Казань,2023-12-22,Champions,R5F4M5,27,13,9159.75,545,18969.78,704.6,2025-12-26 13:25:23.613598
CUST10313,Попов Сергей,customer313@example.com,Самара,2023-07-01,Loyal Customers,R3F4M4,84,12,3153.38,344,5196.49,262.78,2025-10-30 13:25:23.613598
CUST10314,Васильев Иван,customer314@example.com,Ростов-на-Дону,2023-04-26,Loyal Customers,R4F3M4,41,7,3769.98,434,10541.34,538.57,2025-12-12 13:25:23.613598
CUST10315,Сергеев Сергей,customer315@example.com,Казань,2022-05-30,Loyal Customers,R5F3M5,3,9,5577.78,535,9641.85,619.75,2026-01-19 13:25:23.613598
CUST10316,Кузнецов Сергей,customer316@example.com,Омск,2022-12-04,Champions,R5F4M5,30,13,5740.92,545,14248.45,441.61,2025-12-23 13:25:23.613598
